nev_name,avg_pollination_diff_1992_2020,stdev_pollination_diff_1992_2020,valid_count_pollination_diff_1992_2020,count_pollination_diff_1992_2020,p5_pollination_diff_1992_2020,p95_pollination_diff_1992_2020,avg_sed_ret_ratio_diff_1992_2020,stdev_sed_ret_ratio_diff_1992_2020,valid_count_sed_ret_ratio_diff_1992_2020,count_sed_ret_ratio_diff_1992_2020,p5_sed_ret_ratio_diff_1992_2020,p95_sed_ret_ratio_diff_1992_2020,avg_sed_export_diff_1992_2020,stdev_sed_export_diff_1992_2020,valid_count_sed_export_diff_1992_2020,count_sed_export_diff_1992_2020,p5_sed_export_diff_1992_2020,p95_sed_export_diff_1992_2020,avg_coastal_risk_esa_diff_1992_2020,stdev_coastal_risk_esa_diff_1992_2020,valid_count_coastal_risk_esa_diff_1992_2020,count_coastal_risk_esa_diff_1992_2020,p5_coastal_risk_esa_diff_1992_2020,p95_coastal_risk_esa_diff_1992_2020,avg_usle_diff_1992_2020,stdev_usle_diff_1992_2020,valid_count_usle_diff_1992_2020,count_usle_diff_1992_2020,p5_usle_diff_1992_2020,p95_usle_diff_1992_2020,avg_n_ret_ratio_diff_1992_2020,stdev_n_ret_ratio_diff_1992_2020,valid_count_n_ret_ratio_diff_1992_2020,count_n_ret_ratio_diff_1992_2020,p5_n_ret_ratio_diff_1992_2020,p95_n_ret_ratio_diff_1992_2020,avg_n_retention_diff_1992_2020,stdev_n_retention_diff_1992_2020,valid_count_n_retention_diff_1992_2020,count_n_retention_diff_1992_2020,p5_n_retention_diff_1992_2020,p95_n_retention_diff_1992_2020,avg_nature_access_diff_1992_2020,stdev_nature_access_diff_1992_2020,valid_count_nature_access_diff_1992_2020,count_nature_access_diff_1992_2020,p5_nature_access_diff_1992_2020,p95_nature_access_diff_1992_2020,avg_n_export_diff_1992_2020,stdev_n_export_diff_1992_2020,valid_count_n_export_diff_1992_2020,count_n_export_diff_1992_2020,p5_n_export_diff_1992_2020,p95_n_export_diff_1992_2020
Myanmar,-6.216934183750743e-05,0.08577302760547077,7545111,7576686,-0.0009794668294489384,0.0,nan,nan,7576665,7576665,nan,nan,-5.708301320747814,337.5054589376387,7106580,7576665,-34.53759632110596,9.371454811096164,-0.12637250468975594,0.5493342207734929,4502,7576659,-0.5217481851577759,0.1341569423675537,-64.7700924697369,2065.5649347998346,7429674,7576665,-166.15585327148438,0.0,nan,nan,7576719,7576719,nan,nan,0.6794610374132657,28.395341044965036,6821698,7576719,-7.112616539001461,2.795258903503399,-142.77678505227257,13695.743153867286,80922,82308,0.0,0.0,0.41945879896764704,9.694794642159112,6821698,7576719,-1.1737114667892454,1.5126823186874216
NOR,,,0,1386,,,nan,nan,1388,1388,nan,nan,,,0,1388,,,,,0,1387,,,,,0,1388,,,nan,nan,1388,1388,nan,nan,,,0,1388,,,0.0,0.0,2,4,0.0,0.0,,,0,1388,,
Namibia,-1.593332922557514e-07,4.164153262325855e-05,9361886,9369782,0.0,0.0,nan,nan,9369571,9369571,nan,nan,-2.9895977586227334,124.2034679035217,8014715,9369571,-2.0963465213775634,0.013970820978283827,,,0,9369248,,,-14.098631663820612,433.76940395831116,8028071,9369571,0.0,0.0,nan,nan,9369585,9369585,nan,nan,0.5830474268301671,5.88842356778648,8846132,9369601,0.0,3.115729904174799,-61.48168491416916,4901.408316016885,244143,244859,0.0,0.0,0.061266558366978925,1.9965717934921288,8846132,9369601,-0.21363579034805297,0.0123223456554103
Nauru,,,0,319,,,nan,nan,319,319,nan,nan,,,0,319,,,,,0,319,,,0.0,0.0,119,319,0.0,0.0,nan,nan,319,319,nan,nan,,,0,319,,,0.0,0.0,1,3,0.0,0.0,,,0,319,,
Nepal,-0.0003526586086021637,0.14506999068398507,1760055,1760055,0.0,0.0,nan,nan,1760034,1760034,nan,nan,38.57671421039815,1204.2451525542574,1691916,1760034,-14.467697143554688,67.2078857421875,,,0,1760030,,,86.09216060371791,6703.942953513003,1691916,1760034,0.0,0.0,nan,nan,1760026,1760026,nan,nan,0.9433662503975909,24.714500100786196,1682005,1760024,-0.647308349609375,0.0,-14608.418606960235,223443.34731897176,20143,20143,0.0,0.0,0.8056260980199227,7.986330437100123,1682005,1760024,0.0,1.1481437683105469
Netherlands,1.0416849023069856,8.732175735928703,599787,646798,-1.32072639465332,8.181620597839293,nan,nan,646830,646830,nan,nan,-0.016482980143347307,0.3930328587772815,509741,646830,-0.06459365040063858,0.0024800216779112816,-0.015382080405918536,0.6200140979041316,2793,646853,-0.8152971267700195,0.6514512062072758,-0.19400984421422315,2.382384608828574,582290,646830,-1.2536237239837646,0.0,nan,nan,646840,646840,nan,nan,-30.700864118891616,174.41118728524,488243,646840,-34.27410888671875,2.2958984375,-1500.0371404635578,936341.1321975891,7162,7502,0.0,0.0,-4.101253371784132,33.10532570545904,488243,646840,-22.39579772949216,3.4361235618591266
New Caledonia,0.0,0.0,209971,219425,0.0,0.0,nan,nan,219433,219433,nan,nan,2.8736449841388954,786.9008415177382,146585,219433,-110.52044982910148,111.73347167968748,0.09497206580830131,0.67115651864676,1870,219425,-1.0420775413513184,1.338423490524292,-86.27318400995489,7536.624726891357,192870,219433,-5.26498584747301,274.5031967163076,nan,nan,219436,219436,nan,nan,0.1640768556263709,2.359995181955748,120815,219436,0.0,1.9073486328125e-05,-426.603633792425,9114.67850079066,4066,4363,0.0,0.0,0.025056488904782105,0.6808383050187075,120815,219436,0.0,1.1682510375976562e-05
New Zealand,0.028423226457151646,1.6095167900133796,3751171,3878492,0.0,0.0,nan,nan,3878377,3878377,nan,nan,-3.115871144959025,335.6347918913779,2762422,3878377,-1.749545693397522,3.587474060058584,-0.18900354066351147,0.9254706243600035,6451,3878437,-1.8951002359390259,0.9667785167694092,-28.698487392570588,2068.9675356275743,3097499,3878377,0.0,0.0,nan,nan,3878381,3878381,nan,nan,-1.7598899799545127,51.52662394453076,3150335,3878394,-0.831633567810058,0.9345779418945312,-160.3668728675744,38674.38889622679,62722,66060,0.0,0.0,-0.15893561716452378,11.823291395029914,3150335,3878394,-0.1015304327011108,1.207040154933925
Nicaragua,-0.0011489323949223796,0.2118050113125508,1383852,1390528,-0.009386092191562057,0.0,nan,nan,1390507,1390507,nan,nan,3.095175170170178,122.03371575607567,1232002,1390507,-0.6761712431907653,8.757702636718747,-0.0020868300010465695,0.44231089233485793,1381,1390573,-0.5991420745849609,0.23627996444702148,22.71977019951003,1249.04723383687,1277630,1390507,0.0,110.16323585510261,nan,nan,1390474,1390474,nan,nan,0.010512772461870412,22.97468264952256,1272896,1390476,-0.0001068115234375,8.623344421386719,2722.447339039821,79749.86191316746,32244,32689,-22.257513904571525,0.0,0.06712144982779426,3.22659806317885,1272896,1390476,-0.00901031494140625,0.8835864067077637
Niger,7.458590613075115e-05,0.017311101088357175,13060661,13060661,0.0,0.0,nan,nan,13060644,13060644,nan,nan,2.285623890768279,82.59792806018598,4290695,13060644,-1.5106499671936031,1.0948415994644043,,,0,13060140,,,9.561198100189893,300.7968044569418,4292429,13060644,-10.441948890686033,6.657637691497783,nan,nan,13060854,13060854,nan,nan,0.3203422397235987,5.896406195081123,12324110,13060868,0.0,0.11560535430908203,-452.7346140163643,19971.517072108192,112440,112440,0.0,17.457050800323444,0.0951947949993955,1.7143901959139838,12324110,13060868,-0.0016738662263378495,0.0016922950744628906
Nigeria,0.07900949266342965,0.7730783676528421,9702967,9714107,-0.06889802441000936,0.4391155958175652,nan,nan,9714136,9714136,nan,nan,1.469542629938783,97.51417916917043,9518944,9714136,-4.33871819972992,14.061610794067334,0.13898106625205592,0.6264159102155036,1083,9714022,-0.2935816586017609,1.622408509254455,6.499765751574831,704.8629628230747,9652146,9714136,0.0,51.99083614349365,nan,nan,9714157,9714157,nan,nan,1.7766872459176934,11.764781136672763,9182064,9714160,-4.642696380615234,17.262738800048822,-8752.752105343745,453282.4351715286,84903,86736,-1253.1776977539057,0.0,0.1199331517401752,5.3142816578079,9182064,9714160,-7.125830841064453,7.452199506759635
Niue,,,0,3096,,,nan,nan,3099,3099,nan,nan,,,0,3099,,,,,0,3096,,,,,0,3099,,,nan,nan,3099,3099,nan,nan,,,0,3099,,,0.0,0.0,19,24,0.0,0.0,,,0,3099,,
Norfolk Island,0.0,0.0,356,573,0.0,0.0,nan,nan,567,567,nan,nan,,,0,567,,,,,0,573,,,,,0,567,,,nan,nan,567,567,nan,nan,,,0,567,,,,,0,1,,,,,0,567,,
North Korea,0.05099852160432462,0.9914273412091205,1674873,1687843,-0.3150977969169616,0.984776723384857,nan,nan,1687870,1687870,nan,nan,58.04360918003623,516.2419076166483,1546922,1687870,-0.2731785774230956,203.40047912597652,-0.2211200152071292,0.5475243459091853,1276,1687791,-1.3670985698699951,0.126427561044693,174.17649876489912,2057.7254466561517,1649258,1687870,0.0,0.0,nan,nan,1687895,1687895,nan,nan,6.735785676696353,82.37899510204568,1487883,1687895,-27.34019470214843,0.596779060363736,-6174.426882389545,223637.9866930272,17677,18008,0.0,0.0,7.769178087255517,36.473353130659596,1487883,1687895,0.0,67.51351165771482
Northern Mariana Islands,,,0,7496,,,nan,nan,7481,7481,nan,nan,,,0,7481,,,1.0251998901367187e-07,1.0863099813360708e-07,25,7493,-5.960464477539063e-08,2.384185791015625e-07,0.0,0.0,3041,7481,0.0,0.0,nan,nan,7483,7483,nan,nan,,,0,7483,,,0.0,0.0,39,62,0.0,0.0,,,0,7483,,
Norway,0.002690799101376035,0.3726252193583287,11111127,11529779,0.0,0.0,nan,nan,1167727,1167727,nan,nan,,,0,1167727,,,0.15284321388965122,0.6906511261089638,178543,11529837,-0.5888199806213379,1.2725627660751315,,,0,1167727,,,nan,nan,1167718,1167718,nan,nan,,,0,1167720,,,-2740.668641339343,50715.96909660749,93180,97214,0.0,0.0,,,0,1167720,,
Oman,0.00017868080100715415,0.021553345319155873,3471899,3486320,0.0,0.0,nan,nan,3486312,3486312,nan,nan,10.630756316693242,334.18725401341453,326120,3486312,-5.404310369491577,2.1056234359741177,0.4384209632873535,0.5185429904415885,120,3486266,-0.10191988945007324,1.3961782455444336,30.329727753403084,973.0639855394955,355560,3486312,0.0,0.0,nan,nan,3486294,3486294,nan,nan,-0.02110618383956927,4.550735923489978,3191957,3486293,0.0,0.0,-132.6177355802085,9998.997337771258,68777,70819,0.0,0.0,0.016438209723298278,1.637057823102998,3191957,3486293,0.0,0.0
Pakistan,0.004237289383624586,0.20077091436549988,10609930,10621863,0.0,0.0,nan,nan,10621823,10621823,nan,nan,-21.32002663554413,338.90173302630933,6983150,10621823,-34.49365234375,0.2637939453125,-0.044580724022605205,0.18233329015799837,110,10622013,-0.3478882312774658,0.14867899119853972,-92.35235911153387,1510.1262192354618,7022665,10621823,-54.34600296020507,0.0,nan,nan,10621762,10621762,nan,nan,0.8859846288539212,61.35129521225686,9104461,10621759,-0.004562839865684509,18.993404388427734,-30286.875986629588,856879.8833732179,71202,72198,0.0,0.0,0.5459154034489246,17.671696388708554,9104461,10621759,-0.002223968505859375,5.422364234924316
Palau,0.0,0.0,19,6746,0.0,0.0,nan,nan,6751,6751,nan,nan,,,0,6751,,,-0.030030342592950163,0.15619881397401353,373,6746,-0.06413304805755615,0.002986431121826172,174.13496192893402,539.9860388484233,2955,6751,0.0,1206.3557617187498,nan,nan,6751,6751,nan,nan,,,0,6751,,,-30.10805996981534,179.54632302310307,88,128,-7.927831530570984,0.0,,,0,6751,,
Panama,0.005831639934959712,0.17882471925935278,797621,811477,0.0,2.9802322387695312e-08,nan,nan,811458,811458,nan,nan,-7.417281431369271,449.2368791061037,669904,811458,-4.663496875762939,4.160437107086178,0.01950709601807748,0.7861661925829048,4189,811412,-0.6778621673583984,0.7200707912445068,-123.39585668617927,3885.0414590752616,770784,811458,0.0,0.0,nan,nan,811450,811450,nan,nan,-2.539387203114979,66.37246136820967,656441,811449,-6.103515625e-05,3.0517578125e-05,1210.7955582430873,79742.24264564803,18191,18852,0.0,0.0,-0.08825593831928535,9.144287519866934,656441,811449,0.0,0.011828422546386719
Papua New Guinea,0.0034768945219475237,0.13335417783843856,4904608,4982901,0.0,0.0,nan,nan,4982993,4982993,nan,nan,62.95584586621433,1733.707659123028,4297695,4982993,-0.41630783081054684,5.1073170185088905,0.02746312213063439,0.6235213327145172,14975,4982929,-0.2907085418701172,0.8240223050117471,133.5651864376613,7361.6825054464025,4764488,4982993,0.0,0.0,nan,nan,4982998,4982998,nan,nan,0.19866061633214355,7.852182773452514,4056222,4982991,0.0,0.0,-88.3460590799556,3123.3543223055385,110799,114276,0.0,0.0,0.1598942008105079,1.7368112734572145,4056222,4982991,0.0,0.2712899923324581
Paraguay,-0.037774223184786425,0.9829458019686464,4568815,4568815,0.0,0.0,nan,nan,4568815,4568815,nan,nan,0.7960331330288271,14.852474562525977,4547909,4568815,-0.06739311218261718,1.879403805732711,,,0,4568848,,,11.858925937172446,214.34414478949182,4547909,4568815,0.0,23.850055694580078,nan,nan,4568809,4568809,nan,nan,3.599076153335165,22.692920498469718,4225593,4568827,-2.057992553710937,10.075042724609375,-4036.011949146655,99637.74714947882,43183,43183,0.0,0.0,0.6683703328739895,3.4904587608155233,4225593,4568827,-0.11241989135742186,4.203411674499509
Peru,-0.004063139522704931,0.33378105632933014,13815479,13833901,0.0,0.0,nan,nan,13833834,13833834,nan,nan,-9.970216778861097,435.12101818367375,12818224,13833834,-3.609403121471405,0.7063695907592731,-0.31854894563749236,0.6117730068969176,154,13833974,-0.9757330417633057,0.09093232452869415,-18.10368013769424,2078.6048441003445,12860959,13833834,0.0,0.0,nan,nan,13833753,13833753,nan,nan,1.3318795119384381,34.1037203563058,13105232,13833762,0.0,9.970062528736603e-05,-736.4871563437661,79418.50626416296,327944,330066,0.0,0.0,0.18620261739738755,6.201389148392671,13105232,13833762,-8.675684875925028e-06,4.88615478388835e-07
Philippines,0.052457651084299846,0.867754838875646,3174122,3265893,-0.47093634903430914,0.982716950774191,nan,nan,3265889,3265889,nan,nan,45.224516872894114,1314.5006246055889,2267157,3265889,-83.58941040039059,93.80670776367107,0.005718577222646503,0.4884362474964157,21641,3265946,-0.8039125204086304,0.7954664826393127,4.587076551144975,6541.579350077934,2956703,3265889,0.0,0.0,nan,nan,3265915,3265915,nan,nan,-6.409069577889199,84.41198002647042,2186298,3265919,-13.846031188964844,3.421368408203122,-4699.635405980616,321281.3835395161,65311,70557,0.0,0.0,-0.3471160781833035,15.00081140478487,2186298,3265919,-6.935050392150876,3.95674629211425
Pitcairn Islands,,,0,725,,,nan,nan,728,728,nan,nan,,,0,728,,,,,0,731,,,,,0,728,,,nan,nan,727,727,nan,nan,,,0,728,,,,,0,6,,,,,0,728,,
Poland,0.10584362124784139,1.883183819010108,5302581,5318818,-0.6641526222229004,0.2075846642255783,nan,nan,5318818,5318818,nan,nan,-0.09026460269267453,4.572664154626808,5238212,5318818,-0.20498648285865784,0.022420872747898196,-0.30628177873956175,0.6424708696894086,1931,5318606,-1.511969804763794,0.18229752033948898,-0.638842509014602,26.31245525146,5287255,5318818,0.0,0.0,nan,nan,5318862,5318862,nan,nan,-7.260230205121155,95.44091401947189,5047846,5318862,-5.817197799682617,1.1291418075561523,12466.058190432052,213797.55960142837,77676,77894,0.0,0.0,-0.7076900226353974,19.28852069953339,5047846,5318862,-3.9740846157073975,0.832763671875
Portugal,0.03656948053465874,2.490119582872051,1208584,1260675,-0.23778747022151947,0.06545710414648001,nan,nan,1260641,1260641,nan,nan,2.0592073761601846,51.67734465122585,1142383,1260641,-4.197371482849121,6.855945444107038,-0.0718305287963514,0.5595497734397245,1037,1260503,-0.9130206108093262,0.25928903222083954,13.919868158937293,404.2221945247939,1203267,1260641,-16.118961906433103,13.770054626464734,nan,nan,1260637,1260637,nan,nan,-1.4464432700170304,130.07762533313195,1109193,1260636,-4.713613891601563,6.655944824218748,-34212.466833011626,325116.4635445039,21241,21701,0.0,0.0,0.2914975403288697,32.00986563566764,1109193,1260636,-0.778452968597412,4.614960670471191
Puerto Rico,0.3414147933426989,1.3471992735030638,98944,101186,0.0,3.2145450115203857,nan,nan,101175,101175,nan,nan,-31.157361761263896,268.30296350802894,68360,101175,-146.16171951293944,0.5399053573608396,0.027987333382750078,0.48783794202335795,1189,101206,-0.8376865983009338,0.9488498210906963,-348.4130102229209,2429.8165994886995,94787,101175,-1919.6700439453125,0.0,nan,nan,101174,101174,nan,nan,-52.92034181063246,210.36844937184807,67435,101176,-696.532177734375,0.04913291931151989,108794.83561643836,595237.0547704882,1168,1200,0.0,1825630.8562499995,-5.329770797805294,26.627009060702864,67435,101176,-57.05178833007812,1.0506248712539557
Qatar,0.0,0.0,133740,136297,0.0,0.0,nan,nan,136286,136286,nan,nan,-0.1535838858429092,0.528839095041033,2676,136286,-0.8798772096633911,0.0,-0.0020929946415666222,0.032683505256163245,69,136299,-0.045887287706136703,0.06410387605428691,-1.2676581728539074,4.6317822820786345,4581,136286,-9.846870422363281,0.0,nan,nan,136288,136288,nan,nan,0.493796775072494,4.868121868606866,100698,136288,0.0,0.0,-1846.5706618962433,61715.25448458045,1118,1138,0.0,0.0,0.23656906045800313,2.1135459157436856,100698,136288,0.0,2.5704503059387207e-07
Republic of Serbia,0.0007057337015646375,0.8342814843562345,1296083,1296083,-0.4775789052248001,0.1348432779312131,nan,nan,1296071,1296071,nan,nan,-1.394212052288815,61.78465621338293,1293049,1296071,-6.37337474822998,0.34594669342040996,,,0,1296065,,,-7.7702740186439305,439.31772847547813,1294255,1296071,0.0,0.0,nan,nan,1296086,1296086,nan,nan,-0.5001723838233868,48.974301779179804,1041281,1296086,-3.953765869140625,0.4595794677734375,4141.733558830635,78855.62206542504,20695,20695,0.0,0.0,-0.36195371974519847,10.30256608028106,1041281,1296086,-1.011016845703125,0.5018081665039062
Republic of the Congo,0.0010204674197298081,0.02228773539770286,3601477,3601850,0.0,0.0,nan,nan,3601837,3601837,nan,nan,-4.077671629010664,105.81847313427957,3582917,3601837,-5.125511360168457,0.022966774553060385,0.5197052629026648,0.5791036936596691,438,3601812,0.04403948783874512,1.2077188313007352,-39.34083581136802,915.3196298161424,3590547,3601837,-14.03515682220458,0.0,nan,nan,3601843,3601843,nan,nan,0.09764510349805942,3.795237708060748,3417552,3601842,-0.000152587890625,2.848051452636689,46.28291722556359,6674.803310993071,46222,46222,0.0,0.0,-0.2426261546276399,1.815086093741395,3417552,3601842,-2.734416198730468,0.0
Romania,0.04559787064592819,0.5804330865291053,3568183,3578948,0.0,0.13841385841369624,nan,nan,3578949,3578949,nan,nan,-1.003205538169225,24.804238652331808,3549404,3578949,-5.156569671630859,0.15058025121688567,0.0786365197193449,0.41538498927176454,893,3578963,-0.5497361421585083,0.6848614811897278,-5.306993929692984,142.1384494237824,3559787,3578949,0.0,0.0,nan,nan,3578937,3578937,nan,nan,-2.1670103829329412,23.092290530379923,3331236,3578937,-5.311516761779785,0.0016021728515625,3584.314947879769,79432.45430862624,39524,39795,0.0,0.0,-0.5439496781374841,8.540731864550485,3331236,3578937,-1.2867813110351562,0.7438833713531494
Russia,0.00102270507849521,0.2680510233661919,378533034,380276928,0.0,0.0,nan,nan,147057838,147057838,nan,nan,0.4179704814571555,28.700215364833255,129440739,147057838,-0.028525352478027344,0.07007932662963867,-0.09931763209333858,0.7082552683075971,150088,379935278,-1.30454078912735,0.9650740921497313,4.364963446718708,208.37574394877817,130520567,147057838,0.0,0.0,nan,nan,147056844,147056844,nan,nan,0.18935741369702863,9.926946970144416,124265565,147056844,-0.01877593994140625,0.6674118041992188,-295.29488097700767,100123.85875653391,4476362,4502842,0.0,0.0,0.05472871748500882,2.276803295750196,124265565,147056844,-0.05373382568359375,0.32529592514038086
Rwanda,0.1531298020871273,2.5095962486807992,266323,266323,-1.8764477372169495,2.70875504016876,nan,nan,266338,266338,nan,nan,65.6703722590515,1005.887412503,254930,266338,-120.3158592224121,330.1879409790034,,,0,266337,,,121.08556858745538,4331.388728255894,254930,266338,0.0,0.0,nan,nan,266330,266330,nan,nan,-0.32625655694123157,7.966334960958274,252023,266330,-10.747730636596678,8.169834899902341,8260.604959630911,132680.55350029867,867,6640,0.0,0.0,0.6554974645171274,6.799589703534322,252023,266330,-6.468713283538818,12.19241561889648
Saint Barthelemy,0.0,0.0,231,321,0.0,0.0,nan,nan,322,322,nan,nan,,,0,322,,,-0.04483831478999211,0.4450795164833492,65,322,-0.04478278160095215,-0.0017189979553223198,148.15940730733084,579.5198404041331,133,322,0.0,1063.584497070312,nan,nan,321,321,nan,nan,,,0,321,,,0.0,0.0,2,4,0.0,0.0,,,0,321,,
Saint Helena,,,0,6123,,,nan,nan,6128,6128,nan,nan,,,0,6128,,,-4.76837158203125e-08,2.3360154559928684e-07,5,6125,-2.384185791015625e-07,2.384185791015625e-07,,,0,6128,,,nan,nan,6129,6129,nan,nan,,,0,6125,,,-36.30703209186422,192.11874993308894,29,46,0.0,0.0,,,0,6125,,
Saint Kitts and Nevis,0.0,0.0,2858,3203,0.0,0.0,nan,nan,3211,3211,nan,nan,,,0,3211,,,-0.06232810574908589,0.3583638953654177,344,3213,-0.5805227607488631,0.15041044354438765,301.24780701754383,2301.536180132789,2223,3211,0.0,59.604345703125304,nan,nan,3210,3210,nan,nan,,,0,3210,,,0.0,0.0,25,30,0.0,0.0,,,0,3210,,
Saint Lucia,0.0,0.0,6589,6893,0.0,0.0,nan,nan,6899,6899,nan,nan,,,0,6899,,,-0.05284173488616943,0.3050045960274751,120,6901,-5.960464477539063e-08,0.008440971374511719,-3.212162776898734,582.2625755371764,5925,6899,0.0,0.0,nan,nan,6898,6898,nan,nan,,,0,6898,,,0.0,0.0,14,26,0.0,0.0,,,0,6898,,
Saint Martin,0.0,0.0,626,781,0.0,0.0,nan,nan,785,785,nan,nan,,,0,785,,,0.4514604348402757,0.3712665168925814,26,785,0.14186275005340576,1.1347641497850418,-187.98362473903967,1747.97970230088,479,785,0.0,110.20774459838805,nan,nan,785,785,nan,nan,,,0,785,,,,,0,15,,,,,0,785,,
Saint Pierre and Miquelon,0.0,0.0,3430,3969,0.0,0.0,nan,nan,3965,3965,nan,nan,,,0,3965,,,-0.8980063396951427,0.8869751988199907,230,3969,-3.0704888343811034,0.11351227760314941,-6.060048352951972,126.9231166252641,2384,3965,0.0,0.0,nan,nan,3962,3962,nan,nan,,,0,3962,,,0.0,0.0,29,47,0.0,0.0,,,0,3962,,
Saint Vincent and the Grenadines,0.0,0.0,4128,4579,0.0,0.0,nan,nan,4571,4571,nan,nan,,,0,4571,,,0.11472708150881146,0.2707994984948666,109,4570,0.07080864906311035,0.1739441156387329,-64.42898000963392,1291.1580964679406,3114,4571,0.0,0.0,nan,nan,4573,4573,nan,nan,,,0,4573,,,0.0,0.0,31,43,0.0,0.0,,,0,4573,,
Samoa,,,0,32006,,,nan,nan,32006,32006,nan,nan,,,0,32006,,,,,0,32007,,,,,0,32006,,,nan,nan,32006,32006,nan,nan,,,0,32004,,,0.0,0.0,437,454,0.0,0.0,,,0,32004,,
San Marino,0.01198008553275849,0.1348706360404177,895,895,0.0,0.0,nan,nan,892,892,nan,nan,-26.328330592105264,149.74633596818356,342,892,-34.70271606445312,-0.0009261488914489754,,,0,891,,,-101.25645494674887,499.8506192099684,892,892,-607.707223510742,0.0,nan,nan,892,892,nan,nan,0.6679081217447916,4.3369375671405725,225,892,-0.0001220703125,0.0,0.0,0.0,4,4,0.0,0.0,0.3619498019748264,2.40407126988146,225,892,0.0,0.002972412109374988
Saudi Arabia,0.01836105436820502,0.9686293292618843,22200034,22220493,0.0,0.0,nan,nan,22220539,22220539,nan,nan,-1.0056682168352988,106.69382541554347,1968388,22220539,-1.7758476555347438,1.6075848579406644,-0.5769351190197729,0.798693171557605,501,22220170,-2.1453771591186523,0.22046446800231934,-5.662617265785025,364.122759683395,1989924,22220539,0.0,0.0,nan,nan,22220598,22220598,nan,nan,0.1114017671799674,4.407602123720789,20402789,22220600,0.0,0.0,-240.40476078709176,23290.806423565788,468662,469575,0.0,0.0,0.07047426824832624,1.9750982021494452,20402789,22220600,0.0,0.0
Senegal,0.003498164803591864,0.3968766018522505,2134783,2142526,0.0,0.0,nan,nan,2142636,2142636,nan,nan,-0.033967857324460664,3.366596917973457,2084604,2142636,-0.1377999916672706,0.011319632828235622,-0.25167500275423266,0.5221082368971653,1436,2142535,-0.9190094470977783,0.16320037841796875,-0.1430329935913469,36.52831388194998,2119010,2142636,0.0,0.0,nan,nan,2142643,2142643,nan,nan,0.4449526892096052,10.860567421330366,2011539,2142641,0.0,2.7268569946289,-383.6221342472229,5817.678351163072,4231,29995,0.0,0.0,-0.1665027374562462,3.0823388613008174,2011539,2142641,-2.7681236743927,0.0
Seychelles,,,0,7172,,,nan,nan,7176,7176,nan,nan,,,0,7176,,,-0.1378315716255002,0.05615580895243783,123,7183,-0.18949460983276367,-0.04737353324890137,,,0,7176,,,nan,nan,7177,7177,nan,nan,,,0,7175,,,0.0,0.0,43,115,0.0,0.0,,,0,7175,,
Sierra Leone,-0.001269398625273058,0.066898994762959,771127,774160,-0.022718607634305946,0.00120523851364848,nan,nan,774144,774144,nan,nan,-3.6768820529737605,234.49213631939745,727530,774144,-11.886862564086913,10.291918182372953,0.23854038253029944,0.38450446514371994,1315,774171,-0.20345652103424072,0.6910776495933533,-4.692830481807948,1785.490087514491,759535,774144,0.0,0.0,nan,nan,774136,774136,nan,nan,0.050705755732759726,4.159660449187548,702454,774136,-3.2408954620361325,3.7599336624145505,-1242.7574071678096,51739.0663762648,15458,15722,0.0,0.0,-0.12292612087410706,2.2460118604281982,702454,774136,-3.4548547983169553,2.0747583508491454
Singapore,0.006938969352607536,0.15422682922949435,5990,7520,0.0,0.0,nan,nan,7516,7516,nan,nan,-2.9294622605846774,14.790425344179104,1240,7516,-26.48554744720459,9.70197553634643,0.027556484395807438,0.6157599979326223,77,7513,-0.050198841094970706,0.11443822085857391,-128.0419062832801,444.46781440897456,4695,7516,-714.7758605957031,157.0742568969729,nan,nan,7516,7516,nan,nan,-5.74410617941677,9.147205187725769,808,7517,-19.26396236419678,7.168416213989255,-440304.5801526718,1689301.249964503,131,160,-5767990.0,0.0,9.241968740331064,8.4544775735193,808,7517,0.0,22.92557373046875
Sint Maarten,0.0,0.0,395,425,0.0,0.0,nan,nan,425,425,nan,nan,,,0,425,,,-0.02081681110642173,0.7170958770730997,22,427,-0.8375690817832947,1.4822368264198298,-56.64699505447248,745.1562364294327,218,425,-1330.805841064453,559.3098968505822,nan,nan,425,425,nan,nan,,,0,425,,,,,0,2,,,,,0,425,,
Slovakia,0.04834724360656412,0.9085513818131624,777438,777438,0.0,0.0024354106513783343,nan,nan,777430,777430,nan,nan,0.39202343698679365,28.370650244054982,776369,777430,-2.5171241760253906,1.3641364574432373,,,0,776130,,,2.3529483080854594,210.54642535415374,776369,777430,0.0,0.0,nan,nan,777423,777423,nan,nan,-2.2142753812806606,57.36151646302714,741383,777423,-4.570822143554689,0.45343017578125,-522.5525981104652,71777.19930980139,2752,2752,0.0,0.0,-0.39806753054763866,17.94023888958811,741383,777423,-0.7054901123046875,1.0015813827514675
Slovenia,0.007760015421815056,0.5177349672289298,301065,301176,-0.006454567611217491,0.039248770475387544,nan,nan,301188,301188,nan,nan,17.670200213285632,333.9697774574252,290690,301188,-0.14868047460913658,31.938634109497062,0.02927041866562583,0.02414609634322196,22,301154,0.0001507401466369629,0.049361228942871094,103.69522363408721,2190.3367520114584,300312,301188,0.0,61.92820358276367,nan,nan,301180,301180,nan,nan,39.52803606954416,324.4014292063836,277464,301180,-92.26051025390625,18.666186523437204,-23304.760991207033,122614.9369392026,2502,2502,0.0,0.0,15.713278118963181,78.86130891464958,277464,301180,0.0,152.56307983398438
